,answer_recall,answer_precision,retrieval_recall,retrieval_precision
0,0.6666666666666666,0.45454545454545453,0.625,0.2
1,0.8888888888888888,0.3111111111111111,0.375,0.2
2,0.6,1.0,1.0,0.3
3,0.0,0.0,0.0,0.0
4,1.0,0.5833333333333334,0.6666666666666666,0.2
5,0.75,1.0,0.75,0.1
6,0.3333333333333333,0.5,0.3333333333333333,0.1
7,0.05555555555555555,0.25,0.0,0.1
8,0.4,0.5454545454545454,0.0,0.0
9,1.0,0.8,1.0,0.3
10,1.0,0.75,0.8,0.1
11,0.4,0.5555555555555556,0.2,0.1
12,0.6666666666666666,0.5,0.3333333333333333,0.1
13,0.6,0.42857142857142855,0.6,0.2
14,1.0,1.0,1.0,0.1
15,1.0,0.0,1.0,0.0
16,0.5,0.2,1.0,0.2
