,answer_recall,answer_precision,retrieval_recall,retrieval_precision
0,1.0,1.0,1.0,0.2
1,0.75,0.5,0.6666666666666666,0.2
2,0.9090909090909091,0.3488372093023256,0.1111111111111111,0.2
3,0.6,0.8,1.0,0.3
4,0.875,0.5,1.0,0.3
5,0.0,0.0,0.0,0.0
6,1.0,0.5454545454545454,0.6666666666666666,0.2
7,0.75,0.75,0.5,0.1
8,1.0,0.6,0.6666666666666666,0.2
9,0.25,0.2857142857142857,0.375,0.4
10,0.75,1.0,0.75,0.1
11,0.3333333333333333,0.5714285714285714,0.3333333333333333,0.1
12,1.0,0.625,1.0,0.2
13,1.0,0.5714285714285714,1.0,0.2
14,1.0,1.0,0.5,0.2
15,0.6,0.1,0.7142857142857143,0.3
16,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.1
17,0.5,0.3076923076923077,0.5,0.1
18,0.1111111111111111,0.38461538461538464,0.0,0.1
19,0.2,0.5,0.0,0.0
20,1.0,0.6666666666666666,0.5,0.3
21,1.0,1.0,0.75,0.1
22,1.0,0.36363636363636365,1.0,0.3
23,1.0,0.5555555555555556,0.25,0.1
24,0.6666666666666666,1.0,0.4,0.1
25,0.8,0.4,1.0,0.5
26,0.8571428571428571,0.6666666666666666,0.8571428571428571,0.2
27,0.5,0.42857142857142855,0.5,0.1
28,0.0,0.1,0.25,0.1
29,1.0,0.5454545454545454,0.6,0.2
30,1.0,0.0,1.0,0.1
31,1.0,0.6666666666666666,0.6666666666666666,0.1
32,1.0,1.0,1.0,0.1
33,1.0,0.0,1.0,0.1
34,1.0,1.0,1.0,0.1
35,1.0,1.0,1.0,0.1
36,1.0,0.5,1.0,0.1
37,0.8333333333333334,0.41379310344827586,0.0,0.0
38,1.0,0.0,1.0,0.0
39,0.5,0.2,1.0,0.2
